id_turma;codigo_turma;id_docente_interno;id_docente_externo;id_componente_curricular;nivel_ensino;ano;periodo;capacidade_aluno;tipo;qtd_aulas_lancadas;situacao_turma;modalidade_participantes
57562253;5;;109881669;56847;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562253;5;5752206;;56847;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562256;6;5752206;;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562256;6;;109881493;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562260;7;;109881524;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562260;7;5752206;;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562264;8;;110569107;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562268;9;18230;;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562274;10;5752849;;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562278;11;;109881893;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562278;11;5752206;;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562347;12;5757177;;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562347;12;5752206;;56846;LATO SENSU;2015;2;;REGULAR;0;CONSOLIDADA;A Distância
57562492;1;5752257;;48832;STRICTO SENSU;2015;2;24;REGULAR;;EXCLUÍDA;Presencial
57562492;1;5753021;;48832;STRICTO SENSU;2015;2;24;REGULAR;;EXCLUÍDA;Presencial
57562492;1;22923;;48832;STRICTO SENSU;2015;2;24;REGULAR;;EXCLUÍDA;Presencial
57562493;1;22923;;48165;STRICTO SENSU;2015;2;24;REGULAR;72;CONSOLIDADA;Presencial
57562493;1;18284;;48165;STRICTO SENSU;2015;2;24;REGULAR;72;CONSOLIDADA;Presencial
57562493;1;5752281;;48165;STRICTO SENSU;2015;2;24;REGULAR;72;CONSOLIDADA;Presencial
57562493;1;5752257;;48165;STRICTO SENSU;2015;2;24;REGULAR;72;CONSOLIDADA;Presencial
57562604;1;;110036790;58013;TÉCNICO;2015;2;40;REGULAR;45;CONSOLIDADA;Presencial
57562605;1;;110036790;58014;TÉCNICO;2015;2;40;REGULAR;48;CONSOLIDADA;Presencial
57562606;1;;110191978;58019;TÉCNICO;2015;2;40;REGULAR;0;CONSOLIDADA;Presencial
57562607;1;;116336055;58010;TÉCNICO;2015;2;40;REGULAR;33;CONSOLIDADA;Presencial
57562608;1;;106553543;58015;TÉCNICO;2015;2;40;REGULAR;0;CONSOLIDADA;Presencial
57562620;1;;109292851;59209;LATO SENSU;2015;2;80;REGULAR;0;CONSOLIDADA;Presencial
57562622;1;24855;;58594;LATO SENSU;2015;2;50;REGULAR;0;CONSOLIDADA;Presencial
57562625;1;5752485;;2055024;GRADUAÇÃO;2015;2;20;REGULAR;88;CONSOLIDADA;Presencial
57562626;1;5755981;;2054963;GRADUAÇÃO;2015;2;45;REGULAR;68;CONSOLIDADA;Presencial
57562627;1;5754639;;2054964;GRADUAÇÃO;2015;2;45;REGULAR;;EXCLUÍDA;Presencial
57562627;1;5752709;;2054964;GRADUAÇÃO;2015;2;45;REGULAR;;EXCLUÍDA;Presencial
57562628;1;5755565;;43375;GRADUAÇÃO;2015;2;20;REGULAR;117;CONSOLIDADA;Presencial
57562629;1;5756937;;2055015;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562630;1;5756937;;2055019;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562630;1;5753872;;2055019;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562631;1;5756937;;2055021;GRADUAÇÃO;2015;2;20;REGULAR;78;CONSOLIDADA;Presencial
57562632;1;5756937;;42242;GRADUAÇÃO;2015;2;20;REGULAR;76;CONSOLIDADA;Presencial
57562633;1;21348;;2054974;GRADUAÇÃO;2015;2;20;REGULAR;68;CONSOLIDADA;Presencial
57562634;1;21348;;2054976;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562635;1;21348;;2055057;GRADUAÇÃO;2015;2;10;REGULAR;;EXCLUÍDA;Presencial
57562636;1;26206;;2055008;GRADUAÇÃO;2015;2;20;REGULAR;;EXCLUÍDA;Presencial
57562637;1;26206;;43378;GRADUAÇÃO;2015;2;20;REGULAR;111;CONSOLIDADA;Presencial
57562638;1;5752709;;2054966;GRADUAÇÃO;2015;2;40;REGULAR;72;CONSOLIDADA;Presencial
57562639;1;5752709;;2054967;GRADUAÇÃO;2015;2;40;REGULAR;70;CONSOLIDADA;Presencial
57562640;1;5754328;;2055005;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562641;1;2296724;;43373;GRADUAÇÃO;2015;2;20;REGULAR;98;CONSOLIDADA;Presencial
57562642;1;63227;;43374;GRADUAÇÃO;2015;2;20;REGULAR;74;CONSOLIDADA;Presencial
57562643;1;5757655;;42228;GRADUAÇÃO;2015;2;20;REGULAR;54;CONSOLIDADA;Presencial
57562644;1;5754328;;2054975;GRADUAÇÃO;2015;2;20;REGULAR;68;CONSOLIDADA;Presencial
57562645;1;5754328;;43371;GRADUAÇÃO;2015;2;45;REGULAR;76;CONSOLIDADA;Presencial
57562646;1;5757580;;2055004;GRADUAÇÃO;2015;2;20;REGULAR;84;CONSOLIDADA;Presencial
57562647;1;5757580;;43372;GRADUAÇÃO;2015;2;30;REGULAR;78;CONSOLIDADA;Presencial
57562648;1;5757580;;43379;GRADUAÇÃO;2015;2;20;REGULAR;88;CONSOLIDADA;Presencial
57562649;1;5757580;;43434;GRADUAÇÃO;2015;2;20;REGULAR;78;CONSOLIDADA;Presencial
57562650;1;2296724;;43440;GRADUAÇÃO;2015;2;20;REGULAR;;EXCLUÍDA;Presencial
57562650;1;26206;;43440;GRADUAÇÃO;2015;2;20;REGULAR;;EXCLUÍDA;Presencial
57562651;1;2296724;;2054970;GRADUAÇÃO;2015;2;20;REGULAR;74;CONSOLIDADA;Presencial
57562652;1;63227;;2055017;GRADUAÇÃO;2015;2;20;REGULAR;70;CONSOLIDADA;Presencial
57562653;1;63227;;2055022;GRADUAÇÃO;2015;2;20;REGULAR;68;CONSOLIDADA;Presencial
57562654;1;5754639;;2055016;GRADUAÇÃO;2015;2;20;REGULAR;74;CONSOLIDADA;Presencial
57562655;1;5755981;;43377;GRADUAÇÃO;2015;2;20;REGULAR;120;CONSOLIDADA;Presencial
57562656;1;5757183;;2055001;GRADUAÇÃO;2015;2;20;REGULAR;76;CONSOLIDADA;Presencial
57562657;1;5757183;;2055002;GRADUAÇÃO;2015;2;20;REGULAR;80;CONSOLIDADA;Presencial
57562657;1;5753872;;2055002;GRADUAÇÃO;2015;2;20;REGULAR;80;CONSOLIDADA;Presencial
57562659;1;5757183;;2055025;GRADUAÇÃO;2015;2;20;REGULAR;76;CONSOLIDADA;Presencial
57562660;1;5757655;;2055027;GRADUAÇÃO;2015;2;30;REGULAR;70;CONSOLIDADA;Presencial
57562661;1;5754539;;2055026;GRADUAÇÃO;2015;2;20;REGULAR;76;CONSOLIDADA;Presencial
57562662;1;5754539;;2055051;GRADUAÇÃO;2015;2;20;REGULAR;70;CONSOLIDADA;Presencial
57562663;1;5754539;;2055012;GRADUAÇÃO;2015;2;20;REGULAR;76;CONSOLIDADA;Presencial
57562664;1;5757655;;2055052;GRADUAÇÃO;2015;2;20;REGULAR;70;CONSOLIDADA;Presencial
57562665;1;5757655;;43436;GRADUAÇÃO;2015;2;20;REGULAR;78;CONSOLIDADA;Presencial
57562679;1;5752953;;2034050;GRADUAÇÃO;2015;2;30;REGULAR;0;CONSOLIDADA;Presencial
57562680;2;5752681;;2034050;GRADUAÇÃO;2015;2;30;REGULAR;0;CONSOLIDADA;Presencial
57562681;3;18624;;2034050;GRADUAÇÃO;2015;2;15;REGULAR;;EXCLUÍDA;Presencial
57562682;1;25448;;55761;STRICTO SENSU;2015;2;9;REGULAR;60;CONSOLIDADA;Presencial
57562682;1;5754337;;55761;STRICTO SENSU;2015;2;9;REGULAR;60;CONSOLIDADA;Presencial
57562682;1;26173;;55761;STRICTO SENSU;2015;2;9;REGULAR;60;CONSOLIDADA;Presencial
57562683;1;25924;;55762;STRICTO SENSU;2015;2;14;REGULAR;48;CONSOLIDADA;Presencial
57562683;1;26301;;55762;STRICTO SENSU;2015;2;14;REGULAR;48;CONSOLIDADA;Presencial
57562684;1;20538;;55763;STRICTO SENSU;2015;2;9;REGULAR;33;CONSOLIDADA;Presencial
57562685;1;5753000;;55793;STRICTO SENSU;2015;2;10;REGULAR;32;CONSOLIDADA;Presencial
57562685;1;5752200;;55793;STRICTO SENSU;2015;2;10;REGULAR;32;CONSOLIDADA;Presencial
57562685;1;22014;;55793;STRICTO SENSU;2015;2;10;REGULAR;32;CONSOLIDADA;Presencial
57562686;1;5755773;;25562;GRADUAÇÃO;2015;2;20;REGULAR;57;CONSOLIDADA;Presencial
57562687;2;5755773;;25562;GRADUAÇÃO;2015;2;20;REGULAR;54;CONSOLIDADA;Presencial
57562688;3;5752721;;25562;GRADUAÇÃO;2015;2;20;REGULAR;54;CONSOLIDADA;Presencial
57562689;4;5757043;;25562;GRADUAÇÃO;2015;2;20;REGULAR;63;CONSOLIDADA;Presencial
57562690;5;5757043;;25562;GRADUAÇÃO;2015;2;20;REGULAR;63;CONSOLIDADA;Presencial
57562693;1;5756431;;2034051;GRADUAÇÃO;2015;2;30;REGULAR;0;CONSOLIDADA;Presencial
57562694;2;20790;;2034051;GRADUAÇÃO;2015;2;30;REGULAR;0;CONSOLIDADA;Presencial
57562696;1;5755033;;2034052;GRADUAÇÃO;2015;2;30;REGULAR;0;CONSOLIDADA;Presencial
57562697;2;5755393;;2034052;GRADUAÇÃO;2015;2;15;REGULAR;;EXCLUÍDA;Presencial
57562698;3;5753260;;2034052;GRADUAÇÃO;2015;2;30;REGULAR;0;CONSOLIDADA;Presencial
57562699;1;18624;;2034100;GRADUAÇÃO;2015;2;15;REGULAR;;EXCLUÍDA;Presencial
57562700;2;18845;;2034100;GRADUAÇÃO;2015;2;30;REGULAR;0;CONSOLIDADA;Presencial
57562701;3;34348;;2034100;GRADUAÇÃO;2015;2;30;REGULAR;0;CONSOLIDADA;Presencial
57562702;1;5752251;;26661;GRADUAÇÃO;2015;2;50;REGULAR;70;CONSOLIDADA;Presencial
57562703;1;5753260;;24999;GRADUAÇÃO;2015;2;60;REGULAR;78;CONSOLIDADA;Presencial
57562704;1;5757053;;25012;GRADUAÇÃO;2015;2;61;REGULAR;80;CONSOLIDADA;Presencial
57562705;1;17961;;25009;GRADUAÇÃO;2015;2;50;REGULAR;76;CONSOLIDADA;Presencial
57562706;1;18306;;26677;GRADUAÇÃO;2015;2;60;REGULAR;66;CONSOLIDADA;Presencial
57562707;1;5753260;;21219;GRADUAÇÃO;2015;2;50;REGULAR;78;CONSOLIDADA;Presencial
57562708;1;5757053;;25016;GRADUAÇÃO;2015;2;50;REGULAR;68;CONSOLIDADA;Presencial
57562710;1;5755605;;27875;GRADUAÇÃO;2015;2;55;REGULAR;54;CONSOLIDADA;Presencial
57562710;1;5757487;;27875;GRADUAÇÃO;2015;2;55;REGULAR;54;CONSOLIDADA;Presencial
57562711;1;22922;;25792;GRADUAÇÃO;2015;2;56;REGULAR;76;CONSOLIDADA;Presencial
57562712;1;18727;;25798;GRADUAÇÃO;2015;2;60;REGULAR;82;CONSOLIDADA;Presencial
57562713;1;5751854;;25799;GRADUAÇÃO;2015;2;17;REGULAR;54;CONSOLIDADA;Presencial
57562714;2;5756364;;25799;GRADUAÇÃO;2015;2;17;REGULAR;57;CONSOLIDADA;Presencial
57562716;4;5753012;;25799;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562717;2;5757229;;25792;GRADUAÇÃO;2015;2;59;REGULAR;76;CONSOLIDADA;Presencial
57562718;5;5753659;;25799;GRADUAÇÃO;2015;2;15;REGULAR;51;CONSOLIDADA;Presencial
57562719;6;5755035;;25799;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562720;7;5756446;;25799;GRADUAÇÃO;2015;2;15;REGULAR;;EXCLUÍDA;Presencial
57562721;1;5757515;;24559;GRADUAÇÃO;2015;2;55;REGULAR;74;CONSOLIDADA;Presencial
57562723;1;20829;;24560;GRADUAÇÃO;2015;2;55;REGULAR;72;CONSOLIDADA;Presencial
57562724;1;5756707;;26433;GRADUAÇÃO;2015;2;55;REGULAR;72;CONSOLIDADA;Presencial
57562725;1;22159;;47965;GRADUAÇÃO;2015;2;55;REGULAR;72;CONSOLIDADA;Presencial
57562726;3;5484636;;25792;GRADUAÇÃO;2015;2;50;REGULAR;74;CONSOLIDADA;Presencial
57562727;1;5757109;;24154;GRADUAÇÃO;2015;2;36;REGULAR;126;CONSOLIDADA;Presencial
57562728;8;5755559;;25799;GRADUAÇÃO;2015;2;15;REGULAR;60;CONSOLIDADA;Presencial
57562729;9;23671;;25799;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562730;10;5753013;;25799;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562731;1;21609;;24281;GRADUAÇÃO;2015;2;45;REGULAR;80;CONSOLIDADA;Presencial
57562732;1;5754352;;48281;GRADUAÇÃO;2015;2;55;REGULAR;78;CONSOLIDADA;Presencial
57562733;1;5752689;;24279;GRADUAÇÃO;2015;2;15;REGULAR;36;CONSOLIDADA;Presencial
57562734;2;5752689;;24279;GRADUAÇÃO;2015;2;15;REGULAR;36;CONSOLIDADA;Presencial
57562735;1;5756805;;24282;GRADUAÇÃO;2015;2;57;REGULAR;80;CONSOLIDADA;Presencial
57562736;1;37595;;25804;GRADUAÇÃO;2015;2;15;REGULAR;34;CONSOLIDADA;Presencial
57562737;2;22016;;25804;GRADUAÇÃO;2015;2;15;REGULAR;36;CONSOLIDADA;Presencial
57562738;1;5753645;;24296;GRADUAÇÃO;2015;2;50;REGULAR;74;CONSOLIDADA;Presencial
57562739;1;37595;;25807;GRADUAÇÃO;2015;2;15;REGULAR;38;CONSOLIDADA;Presencial
57562740;1;5756707;;48118;GRADUAÇÃO;2015;2;55;REGULAR;74;CONSOLIDADA;Presencial
57562741;2;5753645;;25807;GRADUAÇÃO;2015;2;15;REGULAR;36;CONSOLIDADA;Presencial
57562742;1;5752381;;47967;GRADUAÇÃO;2015;2;55;REGULAR;70;CONSOLIDADA;Presencial
57562743;1;37595;;2049256;GRADUAÇÃO;2015;2;50;REGULAR;72;CONSOLIDADA;Presencial
57562744;1;5756380;;47968;GRADUAÇÃO;2015;2;55;REGULAR;74;CONSOLIDADA;Presencial
57562745;2;5753645;;2049256;GRADUAÇÃO;2015;2;46;REGULAR;72;CONSOLIDADA;Presencial
57562746;1;24415;;48120;GRADUAÇÃO;2015;2;55;REGULAR;76;CONSOLIDADA;Presencial
57562747;1;20829;;48121;GRADUAÇÃO;2015;2;55;REGULAR;72;CONSOLIDADA;Presencial
57562748;1;17468;;2049700;GRADUAÇÃO;2015;2;45;REGULAR;68;CONSOLIDADA;Presencial
57562749;2;26647;;2049700;GRADUAÇÃO;2015;2;31;REGULAR;88;CONSOLIDADA;Presencial
57562750;1;5757221;;48050;GRADUAÇÃO;2015;2;55;REGULAR;72;CONSOLIDADA;Presencial
57562751;4;5757229;;25792;GRADUAÇÃO;2015;2;61;REGULAR;74;CONSOLIDADA;Presencial
57562752;5;5756471;;25792;GRADUAÇÃO;2015;2;62;REGULAR;74;CONSOLIDADA;Presencial
57562752;5;;114778299;25792;GRADUAÇÃO;2015;2;62;REGULAR;74;CONSOLIDADA;Presencial
57562753;1;22159;;48051;GRADUAÇÃO;2015;2;55;REGULAR;72;CONSOLIDADA;Presencial
57562754;1;5757515;;48052;GRADUAÇÃO;2015;2;55;REGULAR;74;CONSOLIDADA;Presencial
57562755;2;5752662;;24154;GRADUAÇÃO;2015;2;36;REGULAR;122;CONSOLIDADA;Presencial
57562756;2;24337;;24282;GRADUAÇÃO;2015;2;35;REGULAR;70;CONSOLIDADA;Presencial
57562757;1;5752389;;48123;GRADUAÇÃO;2015;2;55;REGULAR;78;CONSOLIDADA;Presencial
57562758;1;5755393;;21220;GRADUAÇÃO;2015;2;50;REGULAR;72;CONSOLIDADA;Presencial
57562758;1;5757160;;21220;GRADUAÇÃO;2015;2;50;REGULAR;72;CONSOLIDADA;Presencial
57562759;1;5756471;;28215;GRADUAÇÃO;2015;2;45;REGULAR;112;CONSOLIDADA;Presencial
57562759;1;;114778299;28215;GRADUAÇÃO;2015;2;45;REGULAR;112;CONSOLIDADA;Presencial
57562760;1;5757515;;48124;GRADUAÇÃO;2015;2;55;REGULAR;76;CONSOLIDADA;Presencial
57562761;1;5756380;;48059;GRADUAÇÃO;2015;2;55;REGULAR;74;CONSOLIDADA;Presencial
57562762;1;5753414;;2055058;GRADUAÇÃO;2015;2;50;REGULAR;34;CONSOLIDADA;Presencial
57562763;1;5752677;;25001;GRADUAÇÃO;2015;2;50;REGULAR;74;CONSOLIDADA;Presencial
57562764;1;5756892;;48125;GRADUAÇÃO;2015;2;55;REGULAR;72;CONSOLIDADA;Presencial
57562765;1;18411;;25014;GRADUAÇÃO;2015;2;50;REGULAR;70;CONSOLIDADA;Presencial
57562766;1;5753013;;2055059;GRADUAÇÃO;2015;2;50;REGULAR;70;CONSOLIDADA;Presencial
57562767;1;5756616;;48060;GRADUAÇÃO;2015;2;55;REGULAR;70;CONSOLIDADA;Presencial
57562767;1;5757636;;48060;GRADUAÇÃO;2015;2;55;REGULAR;70;CONSOLIDADA;Presencial
57562768;1;5752279;;2055069;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562769;2;5753914;;2055069;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562770;1;5753094;;42937;GRADUAÇÃO;2015;2;50;REGULAR;74;CONSOLIDADA;Presencial
57562770;1;5757053;;42937;GRADUAÇÃO;2015;2;50;REGULAR;74;CONSOLIDADA;Presencial
57562771;3;5756805;;2055069;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562772;1;5754337;;55773;STRICTO SENSU;2015;2;15;REGULAR;36;CONSOLIDADA;Presencial
57562772;1;5752702;;55773;STRICTO SENSU;2015;2;15;REGULAR;36;CONSOLIDADA;Presencial
57562773;1;22812;;42264;GRADUAÇÃO;2015;2;50;REGULAR;68;CONSOLIDADA;Presencial
57562774;1;5753551;;54222;GRADUAÇÃO;2015;2;19;REGULAR;40;CONSOLIDADA;Presencial
57562775;1;5756616;;48067;GRADUAÇÃO;2015;2;55;REGULAR;74;CONSOLIDADA;Presencial
57562775;1;5757636;;48067;GRADUAÇÃO;2015;2;55;REGULAR;74;CONSOLIDADA;Presencial
57562776;1;5754978;;25803;GRADUAÇÃO;2015;2;15;REGULAR;40;CONSOLIDADA;Presencial
57562777;2;5757229;;25803;GRADUAÇÃO;2015;2;15;REGULAR;40;CONSOLIDADA;Presencial
57562778;1;5751873;;24272;GRADUAÇÃO;2015;2;50;REGULAR;84;CONSOLIDADA;Presencial
57562778;1;19584;;24272;GRADUAÇÃO;2015;2;50;REGULAR;84;CONSOLIDADA;Presencial
57562779;1;34348;;26662;GRADUAÇÃO;2015;2;50;REGULAR;72;CONSOLIDADA;Presencial
57562781;1;5756364;;24325;GRADUAÇÃO;2015;2;40;ENSINO INDIVIDUAL;0;CONSOLIDADA;Presencial
57562782;1;5756446;;24324;GRADUAÇÃO;2015;2;15;REGULAR;;EXCLUÍDA;Presencial
57562783;1;5752677;;21273;GRADUAÇÃO;2015;2;50;REGULAR;74;CONSOLIDADA;Presencial
57562784;2;26034;;24324;GRADUAÇÃO;2015;2;16;REGULAR;60;CONSOLIDADA;Presencial
57562785;1;25146;;24329;GRADUAÇÃO;2015;2;25;REGULAR;112;CONSOLIDADA;Presencial
57562786;1;16946;;24333;GRADUAÇÃO;2015;2;50;REGULAR;72;CONSOLIDADA;Presencial
57562787;1;21730;;24327;GRADUAÇÃO;2015;2;40;REGULAR;80;CONSOLIDADA;Presencial
57562789;1;5752661;;24347;GRADUAÇÃO;2015;2;50;REGULAR;86;CONSOLIDADA;Presencial
57562790;1;5757160;;25032;GRADUAÇÃO;2015;2;50;REGULAR;70;CONSOLIDADA;Presencial
57562791;1;22812;;24349;GRADUAÇÃO;2015;2;50;REGULAR;74;CONSOLIDADA;Presencial
57562792;1;5755041;;22935;GRADUAÇÃO;2015;2;50;REGULAR;106;CONSOLIDADA;Presencial
57562794;1;5484636;;24357;GRADUAÇÃO;2015;2;19;REGULAR;68;CONSOLIDADA;Presencial
57562795;1;5753659;;24352;GRADUAÇÃO;2015;2;50;REGULAR;70;CONSOLIDADA;Presencial
57562796;1;5753012;;49312;GRADUAÇÃO;2015;2;50;REGULAR;74;CONSOLIDADA;Presencial
57562799;1;5753699;;56304;GRADUAÇÃO;2015;2;50;REGULAR;42;CONSOLIDADA;Presencial
57562800;1;5753699;;56305;GRADUAÇÃO;2015;2;16;REGULAR;42;CONSOLIDADA;Presencial
57562801;2;5753699;;56305;GRADUAÇÃO;2015;2;16;REGULAR;40;CONSOLIDADA;Presencial
57562802;3;5753699;;56305;GRADUAÇÃO;2015;2;17;REGULAR;42;CONSOLIDADA;Presencial
57562803;4;5756805;;2055069;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562803;4;5752770;;2055069;GRADUAÇÃO;2015;2;15;REGULAR;54;CONSOLIDADA;Presencial
57562804;5;5752279;;2055069;GRADUAÇÃO;2015;2;15;REGULAR;51;CONSOLIDADA;Presencial
57562805;1;23681;;2055883;GRADUAÇÃO;2015;2;25;REGULAR;118;CONSOLIDADA;Presencial
57562806;1;5753914;;41329;GRADUAÇÃO;2015;2;30;REGULAR;36;CONSOLIDADA;Presencial
57562807;1;5756368;;25026;GRADUAÇÃO;2015;2;50;REGULAR;76;CONSOLIDADA;Presencial
57562808;1;5755559;;41330;GRADUAÇÃO;2015;2;30;REGULAR;28;CONSOLIDADA;Presencial
57562810;1;19097;;41407;GRADUAÇÃO;2015;2;16;REGULAR;54;CONSOLIDADA;Presencial
57562811;1;5753597;;41409;GRADUAÇÃO;2015;2;15;REGULAR;51;CONSOLIDADA;Presencial
57562812;2;5753597;;41409;GRADUAÇÃO;2015;2;17;REGULAR;54;CONSOLIDADA;Presencial
57562813;1;5754630;;41411;GRADUAÇÃO;2015;2;25;REGULAR;98;CONSOLIDADA;Presencial
57562814;2;5751873;;41411;GRADUAÇÃO;2015;2;25;REGULAR;112;CONSOLIDADA;Presencial
57562817;3;5753597;;41413;GRADUAÇÃO;2015;2;15;REGULAR;51;CONSOLIDADA;Presencial
57562818;1;19097;;41465;GRADUAÇÃO;2015;2;50;REGULAR;82;CONSOLIDADA;Presencial
57562818;1;5753629;;41465;GRADUAÇÃO;2015;2;50;REGULAR;82;CONSOLIDADA;Presencial
57562819;2;19097;;41465;GRADUAÇÃO;2015;2;50;REGULAR;84;CONSOLIDADA;Presencial
57562820;1;5752681;;26663;GRADUAÇÃO;2015;2;57;REGULAR;86;CONSOLIDADA;Presencial
57562821;1;5753629;;41468;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562821;1;2288465;;41468;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562822;2;5755559;;41468;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562822;2;5753629;;41468;GRADUAÇÃO;2015;2;20;REGULAR;72;CONSOLIDADA;Presencial
57562824;1;5752674;;53678;GRADUAÇÃO;2015;2;50;REGULAR;;EXCLUÍDA;Presencial
57562825;3;5752689;;24279;GRADUAÇÃO;2015;2;2;REGULAR;;EXCLUÍDA;Presencial
57562826;4;5757229;;24279;GRADUAÇÃO;2015;2;15;REGULAR;;EXCLUÍDA;Presencial
57562827;5;5754978;;24279;GRADUAÇÃO;2015;2;15;REGULAR;38;CONSOLIDADA;Presencial
